,1-accuracy,1-nb,1-rt,4-accuracy,4-nb,4-rt,8-accuracy,8-nb,8-rt,Unnamed: 0,condition,participant_id,participant_name,results_correct,results_responses,results_rt,results_speed_stim,task_idx,task_status
21,1.0,15,3335.4666666666667,0.7866666666666667,15,3141.6,0.5733333333333334,15,2997.733333333333,21,zpdes,261,audrey-baeyens,"['0.4', '1', '1', '1', '1', '0.4', '0.4', '1', '0.4', '1', '1', '0.6', '0.6', '1', '0.8', '1', '0.2', '0.6', '1', '0.6', '0.4', '1', '0.4', '0.4', '0.4', '1', '1', '1', '0.8', '0.8', '0.8', '1', '0.8', '1', '0.6', '1', '1', '1', '0.8', '0.8', '1', '1', '1', '0.8', '0.6']","['5', '2', '4', '7', '9', '4', '3', '2', '0', '1', '0', '1', '3', '2', '4', '3', '4', '1', '0', '2', '1', '4', '2', '3', '0', '8', '7', '0', '4', '6', '8', '3', '1', '6', '7', '4', '1', '2', '0', '3', '6', '9', '2', '1', '5', '0', '3', '1', '2', '4', '1', '3', '2', '0', '4', '4', '3', '2', '6', '7', '4', '1', '0', '7', '8', '0', '4', '1', '3', '2', '1', '3', '2', '4', '6', '0', '3', '2', '4', '1', '6', '5', '2', '9', '8', '3', '1', '2', '9', '8', '2', '1', '0', '4', '3', '8', '2', '4', '3', '5', '2', '9', '0', '6', '7', '4', '3', '1', '2', '0', '8', '7', '1', '6', '4', '2', '5', '4', '6', '9', '2', '5', '3', '6', '7', '2', '0', '4', '3', '1', '1', '4', '3', '0', '2', '0', '1', '4', '2', '3', '3', '0', '2', '9', '1', '1', '2', '0', '3', '7', '2', '0', '7', '3', '1', '2', '4', '3', '0', '1', '2', '0', '1', '4', '7', '2', '0', '3', '1', '4', '0', '7', '3', '4', '8', '4', '1', '2', '3', '0', '3', '0', '4', '2', '1', '2', '4', '0', '3', '1', '4', '7', '1', '0', '2', '0', '1', '2', '9', '3', '3', '1', '4', '0', '2', '2', '1', '0', '3', '4', '0', '1', '4', '2', '3', '3', '7', '0', '1', '2', '8', '2', '4', '3', '5']","['6991', '6929', '7441', '3434', '3060', '2418', '2652', '6186', '2734', '2359', '5627', '2151', '2418', '3760', '2217', '2893', '2055', '3257', '3322', '1784', '2223', '3055', '1943', '3018', '3447', '3760', '2572', '2607', '3389', '2793', '1687', '2256', '3894', '2426', '2418', '4561', '2410', '2685', '2359', '2526', '2688', '2217', '2418', '2681', '2401']","['8', '1', '4', '1', '4', '8', '8', '1', '4', '1', '4', '8', '8', '1', '4', '1', '4', '8', '1', '4', '8', '1', '4', '8', '8', '1', '4', '1', '4', '8', '4', '1', '8', '1', '8', '4', '1', '4', '8', '8', '4', '1', '1', '4', '8']",1,PRE_TEST
22,0.9600000000000001,15,3872.133333333333,0.92,15,5516.0,0.6133333333333333,15,4949.333333333333,22,zpdes,261,audrey-baeyens,"['0.8', '0.8', '0.6', '0.2', '1', '1', '1', '0.6', '0.6', '1', '0.8', '1', '1', '0.8', '1', '0.6', '1', '1', '0.8', '0.8', '1', '1', '0.4', '1', '0.8', '0.8', '1', '1', '1', '0.6', '1', '0.8', '1', '1', '1', '0.6', '0.4', '1', '1', '0.2', '1', '1', '0.8', '0.8', '0.8']","['2', '8', '0', '4', '1', '9', '4', '1', '0', '3', '7', '4', '3', '2', '6', '9', '6', '8', '2', '7', '3', '4', '1', '2', '0', '3', '4', '0', '1', '2', '4', '1', '0', '2', '3', '3', '7', '1', '2', '6', '0', '2', '5', '8', '4', '1', '3', '0', '2', '4', '4', '2', '0', '3', '8', '2', '0', '3', '1', '4', '4', '3', '2', '0', '1', '1', '3', '4', '0', '6', '4', '2', '0', '3', '1', '1', '2', '0', '8', '5', '3', '1', '0', '4', '2', '4', '3', '0', '2', '1', '1', '0', '4', '2', '6', '1', '4', '2', '3', '9', '2', '1', '0', '3', '4', '1', '3', '2', '0', '4', '3', '5', '1', '9', '7', '3', '4', '2', '1', '0', '1', '6', '2', '3', '0', '0', '1', '2', '7', '4', '1', '4', '0', '3', '2', '1', '0', '4', '3', '2', '1', '2', '0', '3', '4', '7', '0', '3', '2', '6', '3', '0', '1', '4', '2', '2', '1', '7', '4', '3', '2', '0', '3', '4', '1', '0', '3', '2', '1', '4', '4', '1', '0', '3', '2', '2', '3', '1', '6', '9', '3', '4', '6', '9', '8', '3', '2', '4', '0', '1', '3', '2', '4', '0', '1', '7', '6', '9', '3', '5', '1', '0', '2', '3', '4', '2', '0', '3', '1', '4', '6', '4', '0', '1', '3', '2', '5', '0', '4', '1', '0', '8', '2', '1', '3']","['4002', '4653', '18199', '5982', '3376', '4779', '3609', '10314', '4135', '6212', '5556', '2468', '5252', '3493', '3477', '3210', '6370', '4594', '3244', '2010', '1843', '4853', '2443', '2926', '11575', '4683', '7371', '3996', '2671', '3376', '3860', '6178', '4119', '2819', '6729', '5936', '4628', '3401', '3576', '2510', '3501', '2684', '9755', '2626', '2068']","['1', '4', '8', '8', '4', '1', '1', '4', '8', '4', '8', '1', '1', '8', '4', '8', '1', '4', '1', '4', '8', '4', '8', '1', '4', '8', '1', '4', '1', '8', '1', '8', '4', '1', '4', '8', '8', '1', '4', '8', '4', '1', '4', '1', '8']",1,POST_TEST
23,0.18666666666666668,15,4272.533333333334,0.40000000000000013,15,4387.266666666666,0.48000000000000004,15,4292.933333333333,23,baseline,263,clara,"['0.4', '0.2', '0.2', '0.6', '0.6', '0.4', '0.6', '0.4', '0', '0.4', '0.6', '0.4', '0.6', '0.8', '0.2', '0', '0.6', '0.4', '0.6', '0', '0.4', '0', '0.4', '0', '0.4', '0', '0.4', '0.6', '0.6', '0.6', '0.4', '0.2', '0.2', '0.4', '0', '0.4', '0', '0.2', '0.4', '0.4', '0', '0.6', '0.6', '0.4', '0.4']","['2', '5', '0', '8', '6', '8', '9', '7', '5', '4', '7', '4', '8', '9', '5', '0', '8', '1', '6', '2', '8', '1', '6', '4', '3', '7', '0', '8', '4', '6', '4', '2', '8', '5', '1', '8', '2', '6', '0', '7', '6', '5', '8', '7', '9', '5', '8', '7', '1', '0', '7', '3', '2', '8', '1', '1', '7', '5', '9', '0', '4', '6', '2', '0', '9', '1', '4', '2', '5', '0', '7', '3', '6', '9', '8', '5', '8', '6', '9', '7', '0', '4', '9', '2', '8', '6', '0', '9', '7', '3', '8', '3', '5', '0', '1', '9', '6', '5', '7', '8', '7', '6', '5', '1', '0', '5', '8', '6', '7', '9', '7', '8', '3', '5', '1', '5', '9', '6', '7', '8', '3', '0', '9', '8', '5', '6', '7', '9', '5', '8', '0', '6', '5', '3', '7', '9', '0', '5', '4', '1', '9', '2', '3', '0', '6', '9', '4', '2', '8', '0', '0', '6', '8', '7', '2', '9', '7', '5', '8', '3', '3', '9', '5', '7', '8', '9', '8', '6', '3', '1', '8', '7', '5', '6', '9', '8', '9', '5', '0', '1', '8', '7', '5', '9', '6', '9', '8', '7', '6', '2', '8', '7', '9', '1', '4', '5', '8', '2', '3', '7', '5', '7', '9', '8', '6', '9', '7', '0', '4', '2', '6', '1', '3', '8', '0', '5', '8', '7', '2', '0', '8', '0', '1', '6', '7']","['6266', '8216', '6018', '3784', '5799', '3715', '3464', '4583', '4998', '4116', '3817', '4484', '3067', '5049', '3650', '3366', '5017', '5450', '4016', '4066', '4700', '4548', '4316', '3467', '3351', '4216', '4350', '3667', '4750', '2900', '4383', '5815', '4050', '4049', '4282', '4582', '3031', '4216', '4182', '3866', '3250', '3799', '4466', '3782', '3332']","['4', '1', '8', '4', '8', '1', '8', '4', '1', '8', '4', '1', '8', '4', '1', '1', '8', '4', '4', '1', '8', '1', '8', '4', '8', '4', '1', '8', '1', '4', '8', '4', '1', '8', '1', '4', '1', '4', '8', '4', '1', '8', '8', '4', '1']",1,PRE_TEST
24,0.9200000000000002,15,4241.8,0.6533333333333334,15,4281.466666666666,0.4799999999999999,15,4137.466666666666,24,baseline,263,clara,"['0.8', '0.4', '1', '0.8', '0.8', '0.2', '0.4', '0.2', '1', '0.4', '0.8', '0.4', '1', '0.4', '0.6', '0.6', '0.6', '1', '1', '0.4', '0.6', '0.6', '0.4', '1', '0.6', '0.6', '0.8', '0.4', '0.8', '1', '0.6', '0.8', '0.6', '0.6', '0.6', '1', '1', '0.6', '0.8', '1', '0.4', '0.8', '0.6', '1', '0.8']","['4', '2', '0', '6', '3', '5', '6', '4', '3', '8', '4', '1', '2', '3', '0', '4', '5', '3', '2', '0', '6', '1', '0', '3', '2', '8', '7', '6', '0', '5', '9', '3', '1', '6', '5', '6', '5', '8', '4', '9', '0', '4', '3', '1', '2', '3', '6', '2', '8', '9', '2', '1', '4', '0', '7', '5', '3', '8', '9', '2', '1', '3', '2', '4', '0', '0', '5', '7', '6', '1', '2', '1', '5', '8', '4', '2', '9', '0', '3', '8', '5', '7', '1', '2', '3', '3', '2', '4', '1', '0', '1', '3', '4', '0', '2', '8', '3', '9', '7', '0', '3', '1', '7', '6', '2', '7', '8', '4', '2', '1', '2', '6', '4', '8', '9', '4', '1', '3', '2', '0', '5', '6', '1', '4', '2', '9', '2', '3', '5', '0', '4', '1', '0', '5', '2', '4', '7', '3', '9', '6', '0', '6', '2', '1', '3', '1', '2', '3', '0', '4', '5', '2', '0', '1', '6', '2', '9', '0', '1', '4', '3', '5', '6', '0', '1', '6', '2', '4', '3', '8', '5', '4', '8', '1', '2', '3', '4', '0', '1', '2', '1', '3', '0', '4', '2', '6', '5', '0', '2', '4', '6', '4', '2', '0', '1', '3', '1', '2', '0', '4', '0', '9', '4', '5', '7', '2', '5', '0', '4', '1', '1', '4', '9', '7', '0', '1', '3', '4', '2', '0', '1', '4', '3', '2', '7']","['4266', '4833', '4400', '4166', '3849', '3233', '4551', '3883', '4332', '4365', '4300', '4081', '4367', '3348', '3667', '5233', '3766', '3700', '4583', '3734', '3849', '4384', '3798', '4482', '4416', '5083', '5716', '3599', '3550', '4684', '5683', '4667', '4450', '3682', '5333', '3515', '4583', '3466', '3233', '4965', '4051', '3334', '5066', '3932', '3733']","['4', '8', '1', '1', '4', '8', '4', '8', '1', '8', '1', '4', '1', '4', '8', '8', '4', '1', '1', '8', '4', '8', '4', '1', '8', '4', '1', '8', '1', '4', '4', '1', '8', '8', '4', '1', '1', '8', '4', '4', '8', '1', '8', '1', '4']",1,POST_TEST
25,0.8666666666666668,15,5202.066666666667,0.6266666666666666,15,6022.6,0.5866666666666666,15,5748.533333333334,25,zpdes,265,mangdoline,"['0.8', '0.6', '0.6', '0.4', '0.6', '1', '0.6', '0.8', '0.4', '0.8', '0.8', '1', '0.4', '1', '0.6', '1', '0.6', '0.4', '0.2', '1', '1', '0.6', '0.8', '0.4', '1', '0.6', '0.6', '0.8', '0.6', '0.8', '1', '0.8', '0.6', '0.6', '0.6', '0.8', '0.6', '1', '0.6', '0.6', '0.8', '0.8', '0.4', '0.6', '0.6']","['3', '2', '1', '8', '0', '4', '2', '6', '5', '1', '5', '1', '4', '0', '6', '3', '1', '5', '7', '9', '3', '1', '8', '0', '6', '0', '4', '2', '1', '3', '2', '8', '0', '6', '3', '5', '4', '3', '0', '2', '7', '1', '2', '6', '8', '0', '4', '6', '3', '2', '4', '2', '1', '0', '8', '3', '0', '4', '2', '1', '3', '9', '1', '7', '8', '4', '2', '3', '1', '0', '2', '4', '3', '9', '6', '3', '2', '1', '0', '4', '1', '2', '0', '5', '7', '6', '4', '5', '8', '0', '1', '7', '5', '8', '9', '0', '4', '1', '3', '2', '3', '4', '0', '2', '1', '9', '1', '0', '3', '7', '0', '1', '2', '3', '8', '1', '5', '9', '8', '0', '2', '0', '4', '1', '3', '2', '1', '5', '8', '0', '3', '4', '7', '5', '0', '1', '0', '2', '3', '7', '4', '5', '1', '3', '8', '3', '4', '0', '8', '1', '3', '0', '4', '2', '1', '4', '2', '6', '3', '0', '0', '2', '7', '8', '1', '8', '3', '4', '6', '1', '7', '2', '6', '1', '3', '4', '8', '1', '3', '2', '0', '1', '5', '6', '2', '1', '3', '2', '0', '4', '0', '7', '5', '3', '4', '2', '0', '5', '9', '3', '1', '5', '3', '0', '2', '0', '1', '7', '3', '4', '3', '7', '2', '9', '8', '1', '6', '9', '0', '3', '1', '8', '4', '6', '0']","['9259', '8659', '6992', '6979', '6212', '6112', '4380', '4835', '6712', '5861', '5546', '5282', '7811', '6362', '6448', '4665', '4197', '5062', '4480', '4730', '5330', '8029', '4230', '5995', '4131', '5066', '4663', '4147', '6013', '4897', '4413', '5696', '4614', '4795', '4580', '5646', '9810', '4667', '6628', '5163', '3880', '5532', '4432', '7044', '4613']","['8', '4', '1', '4', '8', '1', '1', '8', '4', '8', '4', '1', '8', '1', '4', '1', '8', '4', '8', '4', '1', '4', '1', '8', '1', '8', '4', '4', '8', '1', '1', '8', '4', '4', '8', '1', '4', '1', '8', '8', '1', '4', '8', '1', '4']",1,PRE_TEST
26,0.9200000000000002,15,4923.333333333333,0.7333333333333335,15,5571.6,0.5866666666666666,15,5161.8,26,zpdes,265,mangdoline,"['0.8', '1', '0.8', '0.4', '0.6', '1', '0.6', '0.8', '1', '0.8', '0.8', '1', '0.4', '0.6', '0.4', '0.6', '0.8', '1', '0.6', '0.4', '1', '0.6', '1', '1', '1', '0.8', '0.6', '0.4', '1', '0.6', '0.4', '0.8', '0.8', '0.8', '1', '0.8', '0.8', '0.6', '0.4', '0.8', '0.8', '1', '0.8', '0.8', '0.6']","['0', '4', '1', '2', '8', '0', '2', '1', '4', '3', '1', '0', '8', '4', '3', '0', '5', '7', '1', '9', '1', '8', '7', '0', '3', '3', '1', '4', '2', '0', '3', '1', '4', '6', '8', '3', '4', '1', '2', '6', '0', '4', '3', '2', '1', '4', '2', '3', '6', '1', '0', '1', '2', '3', '7', '1', '0', '4', '3', '2', '3', '1', '6', '8', '7', '2', '0', '3', '9', '6', '3', '0', '8', '9', '7', '8', '1', '4', '5', '0', '0', '2', '3', '9', '1', '4', '2', '3', '1', '0', '0', '2', '8', '3', '5', '4', '3', '5', '7', '9', '1', '0', '2', '4', '3', '0', '2', '1', '5', '9', '2', '3', '4', '1', '0', '2', '4', '0', '3', '1', '0', '3', '1', '4', '2', '0', '4', '1', '9', '2', '3', '0', '2', '8', '6', '6', '5', '4', '3', '8', '1', '3', '0', '2', '4', '3', '2', '1', '8', '9', '6', '4', '2', '5', '8', '1', '0', '3', '6', '4', '0', '2', '4', '9', '3', '4', '3', '1', '2', '7', '4', '1', '2', '3', '0', '3', '2', '0', '6', '1', '3', '1', '6', '2', '4', '1', '3', '8', '7', '2', '1', '6', '4', '5', '8', '3', '0', '1', '4', '9', '1', '2', '4', '3', '6', '2', '0', '4', '1', '3', '0', '1', '2', '5', '4', '3', '2', '1', '0', '6', '4', '3', '0', '7', '9']","['5211', '4862', '6628', '4549', '4549', '4666', '5778', '4314', '4813', '9126', '8044', '4865', '7614', '5050', '4664', '4429', '4913', '5229', '6544', '4686', '3231', '4384', '4780', '7461', '4630', '4896', '4202', '5845', '4281', '5695', '4612', '5395', '4413', '4447', '4613', '6961', '5179', '4530', '4264', '5495', '4913', '4663', '5264', '5029', '5134']","['4', '1', '8', '8', '4', '1', '8', '4', '1', '4', '8', '1', '1', '4', '8', '8', '4', '1', '4', '8', '1', '8', '1', '4', '1', '4', '8', '8', '1', '4', '8', '1', '4', '8', '1', '4', '1', '8', '4', '8', '4', '1', '4', '1', '8']",1,POST_TEST
27,1.0,15,5024.0,0.9066666666666667,15,5098.533333333334,0.6799999999999999,15,5788.666666666667,27,baseline,267,nakarab,"['0.6', '1', '1', '1', '0.6', '1', '1', '0.8', '0.6', '0.6', '1', '0.8', '1', '0.6', '1', '0.6', '0.8', '1', '0.6', '1', '1', '1', '0.8', '0.8', '1', '1', '0.6', '1', '0.8', '1', '1', '0.6', '1', '0.8', '1', '0.8', '0.8', '0.8', '1', '0.8', '1', '1', '1', '1', '0.6']","['4', '8', '1', '2', '6', '3', '2', '0', '1', '4', '4', '2', '0', '3', '1', '3', '0', '1', '2', '4', '2', '8', '0', '7', '3', '1', '0', '2', '4', '3', '4', '2', '1', '3', '0', '1', '7', '2', '4', '0', '3', '0', '4', '9', '5', '2', '6', '1', '8', '0', '0', '4', '3', '1', '2', '8', '0', '1', '4', '3', '4', '1', '3', '0', '2', '2', '3', '4', '6', '9', '0', '4', '2', '3', '1', '8', '2', '4', '9', '3', '3', '0', '2', '1', '9', '2', '0', '4', '3', '1', '0', '1', '5', '2', '9', '2', '1', '0', '3', '4', '0', '4', '3', '2', '1', '2', '3', '1', '4', '0', '3', '2', '4', '0', '7', '0', '4', '2', '3', '7', '0', '2', '4', '3', '1', '0', '2', '4', '3', '1', '0', '7', '1', '9', '3', '4', '1', '3', '0', '2', '1', '0', '8', '3', '4', '2', '4', '1', '0', '3', '1', '0', '2', '3', '4', '2', '8', '3', '0', '7', '1', '0', '4', '3', '2', '0', '4', '9', '3', '1', '0', '3', '4', '2', '1', '3', '6', '0', '1', '2', '4', '6', '1', '2', '0', '9', '0', '4', '2', '1', '4', '0', '2', '3', '1', '4', '3', '2', '0', '9', '2', '1', '0', '4', '3', '3', '0', '2', '1', '4', '1', '3', '4', '2', '0', '0', '1', '3', '2', '4', '8', '0', '7', '2', '3']","['4016', '4232', '5416', '4785', '6383', '4567', '4200', '4666', '3815', '3867', '4232', '5265', '5767', '5516', '5633', '5789', '4667', '3833', '4450', '3318', '4650', '4316', '4484', '6167', '4265', '4516', '5183', '5182', '4451', '5682', '5766', '6383', '5199', '11298', '6282', '8816', '6133', '5732', '6832', '5582', '4567', '6067', '5099', '5033', '6566']","['8', '4', '1', '1', '8', '4', '1', '4', '8', '8', '1', '4', '1', '8', '4', '8', '4', '1', '8', '1', '4', '1', '4', '8', '1', '4', '8', '1', '4', '8', '1', '8', '4', '8', '1', '4', '8', '4', '1', '8', '4', '1', '1', '4', '8']",1,PRE_TEST
28,0.9866666666666667,15,5107.733333333334,0.9066666666666666,15,5234.133333333333,0.7733333333333334,15,5493.4,28,baseline,267,nakarab,"['1', '0.8', '0.8', '0.8', '0.8', '1', '0.8', '0.8', '1', '1', '0.8', '1', '0.8', '1', '1', '1', '0.6', '1', '0.8', '0.8', '1', '1', '1', '0.8', '0.8', '1', '0.6', '0.6', '1', '0.6', '1', '0.6', '1', '1', '1', '1', '0.8', '1', '1', '1', '1', '0.8', '1', '1', '0.8']","['4', '0', '3', '2', '1', '4', '8', '0', '3', '1', '2', '9', '0', '1', '4', '2', '3', '0', '5', '1', '1', '9', '2', '3', '4', '4', '3', '2', '1', '0', '5', '1', '3', '0', '4', '3', '4', '7', '0', '2', '0', '2', '3', '1', '4', '1', '0', '4', '2', '3', '4', '5', '0', '3', '2', '0', '3', '1', '2', '4', '0', '4', '2', '6', '3', '3', '4', '0', '2', '1', '3', '1', '0', '4', '2', '3', '4', '1', '2', '0', '8', '1', '4', '5', '0', '2', '4', '3', '0', '1', '4', '1', '3', '0', '6', '3', '0', '1', '4', '5', '0', '4', '2', '3', '1', '3', '4', '1', '2', '0', '4', '1', '0', '2', '3', '3', '1', '0', '8', '2', '1', '2', '4', '0', '9', '0', '1', '2', '4', '3', '7', '3', '6', '4', '0', '0', '3', '4', '7', '9', '1', '3', '2', '0', '4', '8', '3', '5', '0', '2', '0', '4', '2', '3', '1', '2', '4', '1', '8', '6', '2', '4', '3', '1', '0', '2', '3', '0', '1', '4', '2', '4', '1', '0', '3', '0', '3', '2', '4', '1', '4', '2', '3', '0', '9', '2', '3', '4', '0', '1', '4', '0', '2', '3', '1', '2', '4', '3', '0', '1', '3', '0', '1', '2', '4', '6', '4', '1', '0', '2', '3', '1', '4', '0', '2', '4', '2', '0', '3', '1', '4', '2', '5', '3', '0']","['4832', '4701', '4333', '4601', '5583', '4198', '5384', '6931', '5333', '6652', '9817', '4634', '5484', '4882', '5333', '5083', '5166', '4382', '6048', '5250', '6535', '3833', '4834', '4467', '4900', '3918', '4450', '4968', '4250', '4884', '5617', '4650', '5951', '6600', '6083', '4365', '6766', '6183', '6017', '5865', '4750', '4101', '3965', '5700', '5250']","['1', '4', '8', '4', '8', '1', '8', '4', '1', '1', '8', '4', '8', '1', '4', '4', '8', '1', '4', '8', '1', '4', '1', '8', '4', '1', '8', '8', '1', '4', '4', '8', '1', '1', '8', '4', '8', '1', '4', '4', '8', '1', '1', '4', '8']",1,POST_TEST
29,0.9866666666666667,15,4875.2,0.8000000000000002,15,4449.533333333334,0.6,15,5224.333333333333,29,zpdes,268,tilaborde,"['0.8', '0.6', '1', '1', '1', '0.4', '0.8', '0.8', '1', '0.8', '0.6', '0.8', '0.6', '1', '0.4', '0.8', '0.6', '1', '1', '0.6', '0.8', '1', '0.6', '0.6', '0.6', '1', '0.8', '0.6', '1', '1', '1', '1', '0.8', '0.4', '1', '1', '0.4', '1', '0.8', '0.8', '1', '0.6', '0.6', '1', '0.8']","['1', '5', '4', '3', '2', '3', '6', '0', '7', '4', '2', '4', '0', '3', '1', '1', '3', '4', '2', '0', '2', '0', '1', '4', '3', '9', '3', '2', '5', '8', '0', '4', '3', '1', '5', '1', '3', '0', '4', '7', '1', '4', '3', '0', '2', '9', '0', '2', '3', '1', '8', '7', '3', '1', '4', '0', '1', '8', '2', '3', '3', '8', '4', '0', '6', '1', '0', '3', '2', '4', '0', '2', '7', '8', '6', '1', '2', '0', '9', '3', '1', '8', '0', '5', '2', '4', '3', '2', '0', '1', '3', '4', '1', '2', '0', '3', '1', '7', '8', '2', '0', '7', '1', '4', '2', '4', '3', '0', '1', '2', '5', '4', '1', '3', '9', '2', '7', '4', '3', '6', '1', '3', '5', '9', '4', '3', '4', '1', '0', '2', '1', '2', '4', '8', '0', '0', '4', '5', '2', '9', '4', '2', '1', '3', '0', '0', '1', '3', '4', '2', '3', '4', '2', '0', '1', '1', '3', '0', '2', '4', '4', '3', '1', '6', '0', '4', '2', '5', '9', '8', '3', '2', '4', '1', '0', '2', '4', '3', '0', '1', '3', '4', '8', '7', '5', '4', '0', '2', '3', '1', '0', '2', '1', '4', '7', '2', '3', '1', '8', '4', '4', '2', '0', '1', '3', '1', '6', '0', '2', '7', '1', '4', '0', '7', '9', '2', '3', '1', '4', '0', '3', '0', '4', '7', '1']","['5483', '7817', '4917', '5318', '5217', '3967', '4400', '3928', '4650', '4483', '5150', '3679', '4316', '4650', '4816', '5136', '5950', '4385', '4650', '4501', '3984', '5100', '6933', '3850', '4667', '8117', '3633', '4983', '3350', '4933', '3933', '4016', '3533', '7366', '5436', '4617', '5312', '4099', '6865', '3284', '4712', '4467', '4917', '4466', '4250']","['4', '8', '1', '1', '4', '8', '8', '4', '1', '4', '8', '1', '4', '1', '8', '8', '4', '1', '1', '8', '4', '1', '8', '4', '8', '1', '4', '8', '4', '1', '8', '1', '4', '8', '1', '4', '8', '1', '4', '4', '1', '8', '8', '1', '4']",1,PRE_TEST
30,0.9866666666666667,15,4172.4,0.88,15,4374.8,0.64,15,4086.133333333333,30,zpdes,268,tilaborde,"['1', '0.4', '0.6', '1', '0.4', '1', '1', '0.6', '1', '1', '1', '0.8', '1', '1', '0.6', '1', '1', '0.6', '1', '0.6', '1', '1', '1', '1', '0.8', '1', '1', '1', '1', '1', '0.8', '1', '0.6', '0.6', '1', '0.6', '0.4', '1', '1', '1', '0.4', '0.8', '0.8', '0.2', '1']","['0', '4', '2', '3', '1', '0', '9', '8', '2', '7', '7', '0', '6', '3', '1', '4', '2', '0', '3', '1', '5', '9', '0', '2', '6', '2', '4', '0', '1', '3', '2', '3', '4', '1', '0', '7', '0', '2', '1', '5', '4', '1', '3', '0', '2', '4', '0', '3', '2', '1', '2', '3', '0', '1', '4', '0', '6', '3', '1', '4', '1', '2', '0', '3', '4', '3', '0', '4', '2', '1', '2', '1', '9', '4', '5', '0', '3', '2', '4', '1', '1', '3', '4', '0', '2', '3', '2', '8', '1', '5', '0', '4', '2', '3', '1', '7', '3', '8', '1', '4', '1', '3', '2', '0', '4', '3', '0', '2', '1', '4', '1', '0', '3', '4', '2', '4', '3', '0', '2', '1', '0', '4', '1', '9', '2', '2', '4', '1', '0', '3', '2', '3', '0', '4', '1', '1', '0', '3', '4', '2', '2', '0', '4', '1', '3', '1', '4', '0', '2', '3', '9', '3', '2', '1', '0', '4', '2', '3', '0', '1', '3', '6', '0', '1', '7', '4', '0', '5', '3', '8', '0', '1', '4', '3', '2', '7', '3', '2', '8', '0', '4', '5', '6', '1', '9', '3', '4', '2', '0', '1', '0', '1', '4', '3', '2', '0', '3', '2', '1', '4', '0', '5', '9', '2', '7', '0', '2', '3', '9', '4', '4', '0', '3', '9', '2', '8', '5', '6', '2', '7', '2', '0', '3', '4', '1']","['4734', '3950', '3650', '3850', '3700', '3634', '4266', '3649', '3950', '4599', '4016', '3933', '4800', '5217', '4200', '3734', '3968', '4083', '4984', '3850', '3884', '4684', '4417', '4367', '3784', '4850', '10689', '3883', '3400', '3933', '4267', '3916', '7800', '3738', '3833', '3333', '3233', '3417', '3316', '3584', '3467', '3667', '3605', '3200', '4466']","['1', '8', '4', '4', '8', '1', '1', '8', '4', '4', '1', '8', '1', '4', '8', '4', '1', '8', '1', '8', '4', '4', '8', '1', '8', '1', '4', '8', '1', '4', '1', '4', '8', '8', '1', '4', '8', '1', '4', '1', '8', '4', '8', '4', '1']",1,POST_TEST
31,0.9600000000000001,15,4706.4,0.7733333333333333,15,5597.466666666666,0.48000000000000015,15,5680.866666666667,31,zpdes,270,bqueran,"['0.6', '0.8', '1', '0.8', '0.4', '1', '1', '0.6', '0.4', '0.4', '1', '0.8', '0.6', '0.6', '1', '1', '0.4', '0.8', '0.8', '1', '0.8', '0.8', '1', '0.6', '0.8', '0.2', '1', '0.6', '0.6', '0.4', '0.4', '1', '1', '1', '0.8', '0.6', '1', '0.4', '1', '0.8', '0.4', '1', '0.8', '1', '0.2']","['7', '4', '2', '9', '0', '7', '4', '2', '0', '1', '0', '3', '1', '4', '2', '1', '3', '9', '0', '2', '0', '3', '8', '7', '5', '1', '4', '0', '2', '3', '1', '2', '0', '3', '4', '1', '3', '0', '8', '6', '3', '8', '7', '0', '5', '7', '1', '5', '4', '8', '3', '2', '1', '0', '4', '3', '0', '6', '2', '4', '5', '1', '0', '6', '4', '4', '1', '8', '6', '2', '4', '0', '1', '2', '3', '1', '2', '3', '4', '0', '5', '1', '8', '4', '6', '1', '4', '3', '0', '7', '4', '0', '9', '2', '1', '0', '3', '2', '1', '4', '2', '3', '7', '1', '4', '3', '1', '7', '2', '0', '1', '4', '0', '2', '3', '7', '3', '9', '2', '4', '1', '4', '2', '0', '9', '8', '6', '7', '2', '9', '1', '0', '3', '2', '4', '5', '1', '4', '2', '7', '6', '2', '0', '1', '7', '2', '0', '6', '9', '8', '6', '1', '5', '3', '8', '3', '0', '4', '2', '1', '3', '4', '2', '1', '0', '1', '4', '2', '3', '0', '2', '0', '8', '4', '3', '7', '4', '1', '0', '5', '3', '0', '1', '2', '4', '2', '5', '0', '7', '8', '0', '4', '3', '2', '1', '3', '1', '0', '2', '9', '1', '5', '7', '3', '9', '4', '3', '1', '2', '0', '3', '0', '4', '2', '5', '1', '0', '4', '2', '3', '2', '5', '6', '8', '9']","['4566', '4732', '4729', '4732', '6598', '4102', '3649', '12263', '4249', '6849', '4882', '5249', '5715', '5715', '4682', '5232', '4632', '5498', '8065', '4466', '6566', '4665', '6082', '4715', '5732', '4865', '6431', '4999', '4832', '7715', '4650', '3832', '4216', '3865', '4299', '5332', '4149', '8831', '4349', '5982', '5632', '4432', '5231', '3882', '3882']","['8', '4', '1', '4', '8', '1', '1', '4', '8', '8', '1', '4', '8', '4', '1', '1', '8', '4', '8', '1', '4', '8', '1', '4', '4', '8', '1', '4', '1', '8', '8', '1', '4', '1', '8', '4', '1', '8', '4', '4', '8', '1', '1', '4', '8']",1,PRE_TEST
